Unnamed: 0,reviewerName,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,overall
604,BigNumber,"Plugged in and worked out of the box in my Samsung Note 2 (Verizon).  Using an app to test the speed while it's in my Note, was hitting 8 - 15 mb/s for writing (avg high 8s), consistently in the 10mb/s for reading, so this seems like a legit class 10, and I don't think the write test really worked the greatest for whatever reason.  I'm with WinXP still, but to anyone else wondering, the exfat format the card comes in is what you want, don't format to fat32 if you computer can't read it, your phone/tablet/etc. most likely will read it fine.",2012-05-12,940,0,0,0,0,0.0,0.0,5.0
3811,rhy,"I ordered the regular packaging after reading the frustration-free packaging is sometimes counterfeit.  Anyway, the 32GB card I received was formatted as FAT32, and it seemed to work just fine in my new Moto G LTE phone running Android 4.4.3.  Moved apps onto the card, put some music on it.  Works great, no complaints.",2014-06-21,170,0,0,0,0,0.0,0.0,5.0
519,backpacker15,Works great in GoPro Hero 3+. Super fast and gives plenty of storage capacity to video every outdoor activity I need.,2014-10-03,66,0,0,0,0,0.0,0.0,5.0
1343,"D. Ifversen ""DaveI""",Bought the Astak CM-7200...This memory card works great in that with no hesitation for the video..Great pice too..No problems. Thumbs up!!,2013-05-29,558,0,0,0,0,0.0,0.0,5.0
1504,Ed,"I've seen several recent reviews complaining about not getting any packaging with their SD cards.  One person even questioned if the card was new or not.  Amazon offers &#34;frustration-free&#34; packaging for many of their products where they take care of opening it for you, then they repack it in plain brown cardboard to make it easier on the consumer.  This card has the option to come in the retail packing, or in amazon's &#34;frustration-free&#34; packaging.  It's an ordering option, and it seems this option defaults on &#34;frustration-free&#34;.If you order the retail packaging option, it will look just like it does on the store shelves.",2013-02-17,659,0,0,0,0,0.0,0.0,5.0
3389,N. C. Griswold,"I purchased this as a recommendation to use with a LS300W dashcam.  Like most dashcams, there is constant high definition writing to the SD card because of needed looping.  This works as expected.  Reliable and fast.",2013-07-28,498,0,0,0,0,0.0,0.0,5.0
4627,tparich,Shopped around a bit and this was by far the best deal on this card. Works great in Galaxy S3.,2013-10-29,405,0,0,0,0,0.0,0.0,5.0
881,ceejay,This memory card works in both my Nook and my Canon camera.  I chose this disk because it will hold lots of pictures.  It was shipped earlier than expected.,2014-01-14,328,0,0,0,0,0.0,0.0,5.0
1429,"D. POWERS ""Scoutmapper""",great value and works perfectly.,2014-06-26,165,0,0,0,0,0.0,0.0,5.0
2920,Lynne Butler,Got this for my Sansa ClipZip. It holds all the songs I have on my computer from the cd's I have downloaded. Great to have for extra data when needed.,2014-06-20,171,1,0,1,1,1.0,0.2065493143772374,5.0
4171,Shaun,I got this during Amazon's SanDisk sale.  It works like a charm.  64GB addon to my Galaxy S3.  Need I say more?,2013-10-03,431,0,0,0,0,0.0,0.0,5.0
3700,"R. Adams ""RSA""","This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",2013-12-30,343,0,0,0,0,0.0,0.0,5.0
2227,Jeff A,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,2013-02-21,655,0,0,0,0,0.0,0.0,5.0
3464,"Northeast Consumer ""Dart Enthusiast""",This works great for added memory on my new Asus T100 tablet/laptop.  It came with a 64gb hard drive and now with this I have 128gb.,2014-02-17,294,0,0,0,0,0.0,0.0,5.0
3337,Mr. Timothy Egan,"SanDisk is well known for their microsd cards. I placed one of these 64GB cards in my Galaxy Note II and love all the extra storage on my phone for video, music, work docs, etc. Haven't had any issues with the card thus far and it has been working great in my Note II.",2013-02-14,662,1,0,1,1,1.0,0.2065493143772374,5.0
244,Amazon Customer,It works as Expected. No problems installing or anything. It fits my Samsung S4. It shipped really fast and was in packaging that I could open without the use of something sharp.,2013-08-31,464,0,0,0,0,0.0,0.0,5.0
2936,MagnificentCornchip,Popped it in my Nvidia Shield and it worked instantly.  Transfers to it are faster than the transfers to the internal storage.,2013-08-18,477,0,0,0,0,0.0,0.0,5.0
3075,M. Bartlett,"Works great in my Samsung Galaxy S4, no problems, good speeds. Price was right, couldn't go wrong. Also have tested in my GoPro and also works well.",2014-05-23,199,0,0,0,0,0.0,0.0,5.0
1045,Cracgor,"This has really just been used to store some extra files and pass between computers. It came with the converter to change it to a standard SD card. No issues with either. It always amazes me how so much data can be stored in such a small space. Anyway, it will get more use in the next month. I'm planning on upgrading phones and will knock it down a star if it seems to slow to record video to. So if you just see 5 stars, it means I am lazy and the disk is still good.",2014-12-01,7,0,0,0,0,0.0,0.0,5.0
2229,"Jeff ""Brown Coat""","From what I've seen, this memory seems to have the best stats for transfer speeds and whatnot, but I'll let you do that research on your own, as far as the rest is concerned.Pros:The packaging was plenty to protect the product.Came with the adapter to the full size SD card (most of them do, but this is definitely nice)The price beat those that I could find locally.Cons:none really that I can think of.",2013-11-06,397,0,0,0,0,0.0,0.0,5.0
845,Carlos Maldonado,Very nice product. The memory works perfectly and it is exactly what i was waiting for. I recommend it 100%,2013-09-12,452,0,0,0,0,0.0,0.0,5.0
2846,Link,"I love this card. It provides a massive storage boost for my tablet, and has really fast access speeds. I have never run into loading problems, even with very large video files, and am happy with its performance.",2014-04-25,227,0,0,0,0,0.0,0.0,5.0
3761,R. Campbell,came quick and works well with my galaxy s4. formating was simple. its a sandisk not much that could be wrong with it.,2013-12-30,343,0,0,0,0,0.0,0.0,5.0
2667,Kevin Burton,I have owned these little card for about a year now. Works as intended. No signs of corruption or data loss. I usually always buy sandisk.,2013-12-19,354,1,0,1,1,1.0,0.2065493143772374,5.0
872,C. Carmona,"Stay away from no-name-brand flash memory and get a quality Sandisk. I've owned dozens of their USB flash drives, CompactFlash, SD and microSD cards over the years and they just WORK!as for this particular model, i have the 64gb microSD in my Galaxy Note Pro 12.2 tablet and a 16gb microSD my Galaxy Note 2 smartphone...popped 'em in and the devices recognized them no problem. I can drag/drop copy/paste files from internal storage to the cards without issue, on the fly or plugged into my computers. i always recommend Sandisk to anyone looking to expand their storage capacity.",2014-03-19,264,0,0,0,0,0.0,0.0,5.0
2400,"John Cerbone ""Trance-Master""","the site is very reasonably priced unit memory added to my Samsung galaxy no pro-12.2, 64 GB. It also helped expand the memory in this to allow for better storage of songs, information, and I believe it to be a good value.",2014-04-28,224,0,0,0,0,0.0,0.0,5.0
3261,MLM,I bought this for my Samsung S4 Acitve. It fit perfectly and I have had no problems with it. The price was really reasonable for the size of GB you get.,2014-01-31,311,0,0,0,0,0.0,0.0,5.0
3964,Roxy,works great have used SanDisk many times always a good product at a great price.  It comes in a nice case to protect it when not being used.,2013-10-25,409,0,1,1,-1,0.0,0.0,5.0
2888,L. Roelant,"Bought for my sons GoPro3.  He loves the GoPro, and this accessory is great.  Allows him to film for long stretches, and then he comes in, downloads and edits.",2013-10-10,424,0,0,0,0,0.0,0.0,5.0
4069,SawJtt2008,"My hubby is now complete and very happy that he has ths for his Go Pro. Haven't tested it out yet, but we will soon.",2013-11-01,402,0,0,0,0,0.0,0.0,5.0
1448,D. Ron,"it's 128gb, what more needs to be said?  I stuck it in my Surface Pro as additional storage space and it does just that, no problems.",2014-06-20,171,0,0,0,0,0.0,0.0,5.0
3580,Peggy,"great price great for cellphones, tablets, etc. easy to put in and easy to use. it comes with a adapter too.",2014-02-21,290,0,1,1,-1,0.0,0.0,5.0
1064,Cris,"Works according to the camera requirements. Reads fast, writs fast, it's a good card! I though about buying the 32 gb card, but I found that you can actually move the pics from the camera to your iphone/ipad, so you actually don't need more capacity.",2014-01-24,318,0,0,0,0,0.0,0.0,5.0
4560,tkcraig,"Listen - I got the SanDisk after I had a Kingston card in my phone (Samsung Galaxy Note 2) and it DIED after less than a year!!! Luckily, my phone was synced to dropbox, otherwise I would've lost valuable pics including our first summer family vacation!!! So far, so good with the SanDisk. It's been a few months. If there's a catastrophe, I'll update this review. But as of right now, it's working really well.",2014-11-01,37,0,0,0,0,0.0,0.0,5.0
4265,Sourz,"bought it for my z10. now i have 6 seasons of tv soaps, over 1000 hi res pics, several short home vids and my entire music library with room to spare",2013-04-22,595,0,0,0,0,0.0,0.0,5.0
788,burji,"memory cards best in world. The memory card completely corresponds to the description. I am happy, my smartphone is happy, my tablet is happy. amazon thanks",2013-12-12,361,0,0,0,0,0.0,0.0,5.0
103,"A. Kenneth Webster ""Ken Webster""",Got this to store movies and music on my Samsung Note III.Not much to say about a memory card except that it works as expected.,2014-05-03,219,0,0,0,0,0.0,0.0,5.0
4300,starrroad,Pictures were bright and sharp and download from the camera to the card very quickly. If you have a better quality camera this is a great card,2014-12-05,3,0,0,0,0,0.0,0.0,5.0
2470,Joosby C.,"items like this, they either work or they don't so in that regards, whether it worked or not is about all you can comment on in a review.  For me, it worked just fine and the camera never hit buffering moments that slowed down shooting performance.",2014-01-22,320,0,0,0,0,0.0,0.0,5.0
3402,Neil,"Great microsdhc card,  use it on my phone for extra storage.  I have used this brand in the past and it works great.  Never a problem with ScanDisk.",2012-12-13,725,0,0,0,0,0.0,0.0,5.0
3425,Nick,I bought this 64GB memory card for my mini-camcorder.  Now I have unlimited picture and video taking capabilities.  No more packing extra memory cards for me.,2014-07-01,160,0,0,0,0,0.0,0.0,5.0
25,Aaron Smith,Installed in my Blackberry Q10 SQN100-1 and formatted. Works just fine. Plenty of storage space for pictures and videos of my son at the park.,2014-01-28,314,0,0,0,0,0.0,0.0,5.0
2350,J. Newton,What can I say. Plugged it in and it worked.Dell Venue 8 tablet.Have always had good luck with SanDisk brand.,2014-02-04,307,0,0,0,0,0.0,0.0,5.0
7,"35-year Technology Consumer ""8-tracks to 802.11""",It's hard to believe how affordable digital has become. 32 GB in a device one quarter the sie of postage stamp would have been science fiction less than a generation ago.I picked this up for portable music when I didn't want to schlep (or risk) a phone or iPod. Works great with all SD card readers.Select with confidence.,2014-10-07,62,0,0,0,0,0.0,0.0,5.0
