Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
287,Amazon Customer,5.0,"When I first got this card, it worked perfectly in my Galaxy S3 phone.  Then, I rooted the phone and installed the Cyanogen Mod ROM to gain additional features not available from my carrier.  The card was instantly corrupted by that ROM, because it's formatted with a filing system the ROM doesn't support.  Fortunately there was nothing on the card I couldn't replace.I ended up having to use a third-party utility to format the card with a filing system supported by both Windows and the ROM.Once properly formatted, there have been no corruption or data loss issues and the card has performed well.If you are using a stock Galaxy S3 ROM, you'll have no problem at all.  You'll find the card roomy and fast.",2012-12-27,711,0,0,0,0,0.0,0.0
4304,"Stefan Lafloer ""La Fleur""",5.0,"Absolutely great addition to my Note2. Provides plenty of fast storage. If you consider it, just buy it. Enough said - HIGHLY RECOMMENDED !!",2013-04-04,613,0,0,0,0,0.0,0.0
574,Benjamin F Chen,5.0,I love the additional storage for my pics/videos on my S3.  So far no problems.  Reads/writes with no problems or delays.  I got a great price on this as a gold box deal.  Too bad I could only purchase 1.  I can also use in most of my other devices with an adapter.,2013-07-26,500,0,0,0,0,0.0,0.0
707,Brandt Barretto,5.0,"Don't buy the ultra-cheap substitutes.  Some of them misstate their capacity.  I know that with SanDisk that I was going to get what I paid for.Sure enough, I did.  I use this in my phone to primarily hold music.  Transfer speeds have been more than acceptable and there have been no problems with file integrity.",2013-12-12,361,0,0,0,0,0.0,0.0
10,808TREX50,5.0,"I like this SD Card because it can take music video downloads, personal videos, files,docs, and multimedia images with a fast transfer rate of Class 10 speed. It can take games with large files very easily and still have enough space for apps. It&#34;s great for video cameras and camcorders with the supplied adapter. Fits very easily into smartphones and tablets SD Card slots. I recommend this 32GB SD Card to everyone.",2013-11-05,398,0,0,0,0,0.0,0.0
4668,"T. Wijaya ""TW""",5.0,"Price of micro SD per GB is much lower compared to a few years ago.Works fine with LG G2x and Galaxy Note 2.With all the new phones with more than 6M pixels and 1080p video, your internal storage is going to dry out very fast. External Micro SD is definitely a must.4GB and 8 GB are running out very fast :(. 32GB is definitely a welcome (especially if you buy it during the sale)Pro:1. Bought this during sale - under 25 USD.2. Class 10 - fastest (for now)3. Trusted brand: SanDiskCons:None.",2013-07-02,524,0,0,0,0,0.0,0.0
1827,Glt68,5.0,"I bought this to add more storage to a Sharper Image action (Go Pro knock-off) camera, and it fits the bill perfectly. The camera came with a generic 4gb card, but this 32gb Class 10 card provides much smoother playback. A nice deal for just under $17.",2013-12-14,359,0,0,0,0,0.0,0.0
4673,TX_4X4,5.0,I have used this in my smart phone for about 5 months with no problems.  I read other reviews on the specifics and decided that this was the best option.  I have not had any issues and would recommend this product.,2014-12-02,6,0,0,0,0,0.0,0.0
416,Angelika Perry,5.0,Nothing much to say other than it works just fine and it has great price. Needed another one for my phone after my first one got corrupted after a systems update. Just a tip: If you phone prompts you for an update you might want to take the card out before doing so; I corrupted two cards that way.,2014-01-19,323,0,0,0,0,0.0,0.0
507,average_john,5.0,"Have not experienced any wirting speed problem with my android sticks or PC. So I suppose it lives up to the 10X claimed. Tried with both SDHC & SDXC readers on both abdroid TV's and PC's USB ports, and all worked as smmoth as silk.",2013-08-16,479,0,0,0,0,0.0,0.0
3254,MJ,5.0,"This is a great card and holds all of my fun items :-).  I have a mass of ebooks that don't take up much room, and I also get to store my favorite movies on it as well.",2013-10-07,427,0,0,0,0,0.0,0.0
4478,"texas mike ""I eat rocks""",5.0,"Well, it is pretty much as advertised. Good speeds. I think it formatted somewhere around 62 gigs.This was a great buy.",2014-01-25,317,0,0,0,0,0.0,0.0
1786,gerardo leal,5.0,I got a note 2 and needed more memory  well this is the one to get. I have had no problems with it. Recommended,2014-10-04,65,0,0,0,0,0.0,0.0
518,babygorilla,5.0,Used in my gopro. it holds a massive amount of video. No problems with it. It does what it is supposed to.,2014-05-01,221,0,0,0,0,0.0,0.0
1214,David,5.0,"Put most of my music and Many movies on it and tons of room for more. Awesome and well priced, at the time of my purchase anyhow.",2013-01-30,677,0,0,0,0,0.0,0.0
3815,Ricardo Ruggiero,5.0,"Easy to install, good performance, can be used in phone, photo machines, computer. Now i have extra space in my cell phone.",2014-04-20,232,0,0,0,0,0.0,0.0
1414,Donna Behm,5.0,"I'm using this in a GPS system.  I've found that they eventually run out of space and can no longer be updated until you insert a micro SD card, so I got it ahead of time in order to avoid that moment of panic when it arrives.",2013-06-12,544,0,0,0,0,0.0,0.0
3310,M. Poore,5.0,"I bought this for media storage on my Surface 2 and absolutely love it. It allows me to store my videos, pictures, and music on a removable drive and keep my tablets memory free for apps. I would recommend this to anyone with a tablet looking to expand their storage capabilities. Shipping and packaging were perfect and quick.",2014-02-02,309,0,0,0,0,0.0,0.0
665,Boiler98,5.0,Excellent SD card and very good value. Have had no issues with mine or my wife's. Definitely recommend this SD card,2014-01-18,324,0,0,0,0,0.0,0.0
543,BB,5.0,"Excellent quality memory; good deal for the price! It functioned perfectly, good speed, and meets all my needs. I would definitely recommend for anyone using tablets. I am planning to buy another one shortly.",2013-12-27,346,0,0,0,0,0.0,0.0
3971,R. Roll,5.0,Works great at a good price and comes with an adapter.  It has been very reliable and seems very fast,2013-01-13,694,0,0,0,0,0.0,0.0
1298,Delton C. Baker,5.0,Put in camera and started taking picture without even formatting the disk.Although it only recognizes about 29 GBs .  ( makes me think why?)I think there may be some SanDisk Tools hidden on the disk.The bright coloring makes easy to find in the camera bag.,2013-07-07,519,0,0,0,0,0.0,0.0
1144,Daniel R. Escobar,5.0,Use this card for my slr. Works fantastic and allows me to use burst mode to its full capacity (10fps)... I tried it in my Samsung mp3 player and it works but randomly shows no data and needs a reboot to fix. In all fairness it could be the device or software so I can't deduct a star for that.,2013-04-18,599,0,0,0,0,0.0,0.0
4468,TerryN,5.0,"This sd card arrived quickly and did the job in my phone. I was having strange issues with my phone and some error messages with my card, that reformatting couldn't fix. This did the job! I have had great, reliable success with sandisk and will continue to use them.",2013-11-25,378,0,0,0,0,0.0,0.0
114,"Albert Macias Jr. ""Baretoes""",5.0,"I bought this for a friend of mine to put some videos on it.  Initially, when plugged into the computer, we couldn't find the storage in the directory.  However, after finding a micro sd to usb adapter...bingo!  Worked like a charm after that.  Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it.  We also used a Linux O/S.  Go figure.",2013-08-18,477,0,0,0,0,0.0,0.0
3976,"R. Shehane ""Ron""",5.0,I use this on my small ASUS 10.1&#34; notepad to get a little extra storage space.  Installs well and works great.  Just be sure you orient it right when inserting it without and adapter to protect it in a small slot like the one that comes with the ASUS.  Thought I was going to break it since it is so tiny and looks so brittle - but got it in ok.,2014-10-04,65,0,0,0,0,0.0,0.0
496,Atlashrggd,5.0,As an photographer I rely on high quality cards for my images...this one does the job and then some.  Two thumbs up !!,2012-05-12,940,0,0,0,0,0.0,0.0
2899,Luis,5.0,Currently using this in my tablet for my retro gaming and it works great. Haven't lost anything and speed works fine. I don't have a negative thing to say it.,2014-06-18,173,0,0,0,0,0.0,0.0
866,Cauchemar,5.0,No issues so far.  SanDisk is a good brand so hopefully it will last and be durable.  We'll see.  Recommended.,2013-12-23,350,0,0,0,0,0.0,0.0
2518,JRLittle,5.0,"SanDisk is always reliable, and I have always been satisfied with their products.  I know what I am getting when I purchase products from them.",2013-12-25,348,0,0,0,0,0.0,0.0
3136,Michael A. Sinclair,5.0,for me i prefer sandisk over other manufacturers. i have  come to trust in the quality and workmanship of their products.,2014-05-28,194,0,0,0,0,0.0,0.0
1192,Dave Junia Lum,5.0,"Bought it when the price was low. Excellent value. Good transfer speeds and worked on my phone, camera and other devices as well.",2013-07-18,508,0,0,0,0,0.0,0.0
3316,Mr. Bottom Tooth,5.0,I bought this card specifically to run CyanogenMod 10 to my old nook Nook Color to breathe some life back into the device that I never use anymore. This card works great to run CM10 with the Nook thanks to its speed. A quick overclock of the processor via CM10 and the tablet is dare I say &#34;peppy&#34;. I highly recommend this card for any application where speed is crucial.,2013-11-07,396,0,0,0,0,0.0,0.0
753,Broken,5.0,"I had been using a no name micro SD card in my phone for a while now. It was made by 3C, but it was 16GB and class 10 for really cheap. It actually didn't give me any problems at all so would buy another one in a heartbeat.Anyways, my son wanted more games on his PSP (my PSP actually) so I used that 16GB card there with an adapter so I was in the market for a new card.I got this card because I trust the SanDisk brand, it was 32GB, and the price was cheaper than most. I plugged it in my phone and have not had a problem at all. I can't tell you anything specifically positive, but that is okay in my book considering it means I don't have anything negative to say either. No news is good news sometimes. Everything is smooth and there are no issues. I would buy this card again, recommend it to anybody who needs one, or buy a larger size from them when the time eventually comes.",2013-03-07,641,0,0,0,0,0.0,0.0
1370,DK the DJ,5.0,"Working perfectly so far, fit my ZEEPAD Android exactly & is running great.  I recommend this 32 GB Card for any Android or similar device needing additional recording space.",2013-12-01,372,0,0,0,0,0.0,0.0
411,Andy D.,5.0,"For the price it was a great buy. I would recommend to all. It has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",2013-07-22,504,0,0,0,0,0.0,0.0
4256,Solohvs,5.0,I'm not going to go into any technical specifications here.It's enough to say that this SD card does exactly what it is supposed to do.Reliable and secure. SanDisk is quickly becoming the gold standard for storage.A great product.,2013-02-16,660,0,0,0,0,0.0,0.0
1295,delbert,5.0,"purchased in Florida so the price was just fab, the card is excellent and very fast with my Gopro hero 3 and an absolute must",2013-04-09,608,0,0,0,0,0.0,0.0
1083,cubby1,5.0,Price was great on Amazon and now even better.  Have the chip in my phone and it appears to work great.....fast and so far no errors have been encountered.,2014-01-26,316,0,0,0,0,0.0,0.0
1316,"Derrick B. Smith ""dSharp""",5.0,"Catch them on sale here on Amazon! High speed, qualitty vendor (SanDisk), high capacity micro sd card. Highly recommended to anyone. Using in my Microsoft Surface and Windows Phone 8.",2012-12-17,721,0,0,0,0,0.0,0.0
3602,Peter D. Mar,5.0,"I purchased this SanDisk Ultra 64GB MicroSDXC Class 10/UHS-1 Memory Card With Adapter for use in my Samsung Galaxy Note I 717 under Android 4.1.2. Apparently, my phone had no problem with recognition of this large SD card. This makes it possible for me to save a lot of photos and videos. I had some feeling it&#8217;s even possible for me to get the 128 GB version to work as well on this phone. To make sure that it is fully compatible, I did a reformat using the phone of the SD card. The phone was able to detect and utilize the full capacity with no problem.Overall, I am extremely satisfied with this product.",2014-11-05,33,0,0,0,0,0.0,0.0
